paragraph,is_coherent
"THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES.",0
"THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS.",0
"THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES.",0
"WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES.",0
"WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL.",0
"THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL.",0
"THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT.",0
"WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL.",0
"AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL.",0
"THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA.",0
"THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER. SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA.",0
"SUBSEQUENTLY, IT CRASHED AT AN ELEVATION OF APPROXIMATELY 8850 FEET AFTER IMPACTING TREES. THE DENSITY ALTITUDE WAS ESTIMATED TO BE ABOUT 12,000 FEET, AND THE HELICOPTER'S GROSS WEIGHT AT THE TIME OF THE ACCIDENT WAS ESTIMATED TO BE 1977 POUNDS. THE ROTOR BLADES SHOWED ROTATIONAL ENERGY IMPACT SIGNATURES. PERFORMANCE EVALUATION SHOWED THAT WITH THESE CONDITIONS, THE HELICOPTER WOULD HAVE BEEN UNABLE TO MAINTAIN A HOVER OUT OF GROUND EFFECT. AT ABOUT 1843 MDT, THE HELICOPTER CHANGED COURSE AND PROCEEDED OVER MOUNTAINOUS TERRAIN WITH A MODE C ALTITUDE READOUT OF 9600 TO 9800 FEET MSL. THE LONGITUDINAL WRECKAGE DISTRIBUTION WAS MINIMAL, INDICATING SLOW FORWARD VELOCITY AT TREE IMPACT. THE HELICOPTER BEGAN A DESCENT, ROUGHLY FOLLOWING A CANYON DRAINAGE AREA. WHILE RETURNING TO SALT LAKE CITY FROM THE SOUTHEAST, THE PILOT REPORTED SEEING THUNDERSTORMS IN THE AREA. AN EXAM OF THE ENGINE REVEALED EVIDENCE OF POWER PRODUCTION DURING IMPACT; NO PREIMPACT PART FAILURE/MALFUNCTION WAS FOUND. THE TERRAIN ELEVATION ALONG THE FLIGHT PATH CHANGED FROM 7700 TO ABOUT 10,000 FEET. SHORTLY AFTER PASSING OVER TERRAIN NEAR 10,000 FEET, THE PILOT RADIOED A MAYDAY AND DECLARED THAT THE ENGINE WAS LOSING POWER.",0
"INSPECTION OF THE ENGINE REVEALED FATIGUE CRACKS IN THE CASE UNDER THE NO. 3 CYLINDER. MAINTENANCE RECORDS INDICATED THAT THE #3 AND #4 CYLINDER ASSEMBLIES WERE INSTALLED ABOUT 220 FLIGHT HOURS BEFORE THE ACCIDENT. 3 CYLINDER AND PISTON OCCURRED AND AN IN-FLIGHT FIRE ENSUED. SUBSEQUENTLY, THE AIRPLANE CRASH LANDED ON TERRAIN NEAR THE SHORELINE OF A BODY OF WATER. MAGNIFIED INSPECTION OF THE CASE REVEALED WEAR AND DEFORMATION DAMAGE, WHERE THE HOLDING FLANGE AND INNER SKIRT OF THE CYLINDER WOULD NORMALLY BE POSITIONED, WHICH WAS CONSISTENT WITH THE CYLINDER MOVING IN RELATION TO THE CASE. THE AIRPLANE WAS ON A PART 135 ON-DEMAND AIR TAXI FLIGHT, WHEN PHYSICAL SEPARATION OF THE NO. THIS MAINTENANCE WAS PERFORMED WITHOUT REMOVING THE ENGINE FROM THE AIRPLANE. ALSO, MECHANICAL DAMAGE WAS EVIDENT ON THE THREADS OF THE STUDS AND BOTH THROUGH-BOLTS. ONE OF THE FOUR OCCUPANTS SURVIVED THE CRASH, BUT THE SURVIVING PASSENGER COULD NOT RECALL EVENTS THAT LED TO THE ACCIDENT. NO PROBLEM WITH THE AIRFRAME OR ENGINE WAS RECORDED SUBSEQUENT TO THE CYLINDER CHANGE.",0
"3 CYLINDER AND PISTON OCCURRED AND AN IN-FLIGHT FIRE ENSUED. ALSO, MECHANICAL DAMAGE WAS EVIDENT ON THE THREADS OF THE STUDS AND BOTH THROUGH-BOLTS. MAINTENANCE RECORDS INDICATED THAT THE #3 AND #4 CYLINDER ASSEMBLIES WERE INSTALLED ABOUT 220 FLIGHT HOURS BEFORE THE ACCIDENT. ONE OF THE FOUR OCCUPANTS SURVIVED THE CRASH, BUT THE SURVIVING PASSENGER COULD NOT RECALL EVENTS THAT LED TO THE ACCIDENT. NO PROBLEM WITH THE AIRFRAME OR ENGINE WAS RECORDED SUBSEQUENT TO THE CYLINDER CHANGE. 3 CYLINDER. SUBSEQUENTLY, THE AIRPLANE CRASH LANDED ON TERRAIN NEAR THE SHORELINE OF A BODY OF WATER. MAGNIFIED INSPECTION OF THE CASE REVEALED WEAR AND DEFORMATION DAMAGE, WHERE THE HOLDING FLANGE AND INNER SKIRT OF THE CYLINDER WOULD NORMALLY BE POSITIONED, WHICH WAS CONSISTENT WITH THE CYLINDER MOVING IN RELATION TO THE CASE. THIS MAINTENANCE WAS PERFORMED WITHOUT REMOVING THE ENGINE FROM THE AIRPLANE. THE AIRPLANE WAS ON A PART 135 ON-DEMAND AIR TAXI FLIGHT, WHEN PHYSICAL SEPARATION OF THE NO. INSPECTION OF THE ENGINE REVEALED FATIGUE CRACKS IN THE CASE UNDER THE NO.",0
"3 CYLINDER. MAGNIFIED INSPECTION OF THE CASE REVEALED WEAR AND DEFORMATION DAMAGE, WHERE THE HOLDING FLANGE AND INNER SKIRT OF THE CYLINDER WOULD NORMALLY BE POSITIONED, WHICH WAS CONSISTENT WITH THE CYLINDER MOVING IN RELATION TO THE CASE. INSPECTION OF THE ENGINE REVEALED FATIGUE CRACKS IN THE CASE UNDER THE NO. SUBSEQUENTLY, THE AIRPLANE CRASH LANDED ON TERRAIN NEAR THE SHORELINE OF A BODY OF WATER. ONE OF THE FOUR OCCUPANTS SURVIVED THE CRASH, BUT THE SURVIVING PASSENGER COULD NOT RECALL EVENTS THAT LED TO THE ACCIDENT. MAINTENANCE RECORDS INDICATED THAT THE #3 AND #4 CYLINDER ASSEMBLIES WERE INSTALLED ABOUT 220 FLIGHT HOURS BEFORE THE ACCIDENT. NO PROBLEM WITH THE AIRFRAME OR ENGINE WAS RECORDED SUBSEQUENT TO THE CYLINDER CHANGE. ALSO, MECHANICAL DAMAGE WAS EVIDENT ON THE THREADS OF THE STUDS AND BOTH THROUGH-BOLTS. 3 CYLINDER AND PISTON OCCURRED AND AN IN-FLIGHT FIRE ENSUED. THIS MAINTENANCE WAS PERFORMED WITHOUT REMOVING THE ENGINE FROM THE AIRPLANE. THE AIRPLANE WAS ON A PART 135 ON-DEMAND AIR TAXI FLIGHT, WHEN PHYSICAL SEPARATION OF THE NO.",0
"ONE OF THE FOUR OCCUPANTS SURVIVED THE CRASH, BUT THE SURVIVING PASSENGER COULD NOT RECALL EVENTS THAT LED TO THE ACCIDENT. NO PROBLEM WITH THE AIRFRAME OR ENGINE WAS RECORDED SUBSEQUENT TO THE CYLINDER CHANGE. INSPECTION OF THE ENGINE REVEALED FATIGUE CRACKS IN THE CASE UNDER THE NO. THIS MAINTENANCE WAS PERFORMED WITHOUT REMOVING THE ENGINE FROM THE AIRPLANE. 3 CYLINDER. 3 CYLINDER AND PISTON OCCURRED AND AN IN-FLIGHT FIRE ENSUED. MAGNIFIED INSPECTION OF THE CASE REVEALED WEAR AND DEFORMATION DAMAGE, WHERE THE HOLDING FLANGE AND INNER SKIRT OF THE CYLINDER WOULD NORMALLY BE POSITIONED, WHICH WAS CONSISTENT WITH THE CYLINDER MOVING IN RELATION TO THE CASE. SUBSEQUENTLY, THE AIRPLANE CRASH LANDED ON TERRAIN NEAR THE SHORELINE OF A BODY OF WATER. MAINTENANCE RECORDS INDICATED THAT THE #3 AND #4 CYLINDER ASSEMBLIES WERE INSTALLED ABOUT 220 FLIGHT HOURS BEFORE THE ACCIDENT. ALSO, MECHANICAL DAMAGE WAS EVIDENT ON THE THREADS OF THE STUDS AND BOTH THROUGH-BOLTS. THE AIRPLANE WAS ON A PART 135 ON-DEMAND AIR TAXI FLIGHT, WHEN PHYSICAL SEPARATION OF THE NO.",0
"NO PROBLEM WITH THE AIRFRAME OR ENGINE WAS RECORDED SUBSEQUENT TO THE CYLINDER CHANGE. ALSO, MECHANICAL DAMAGE WAS EVIDENT ON THE THREADS OF THE STUDS AND BOTH THROUGH-BOLTS. THIS MAINTENANCE WAS PERFORMED WITHOUT REMOVING THE ENGINE FROM THE AIRPLANE. THE AIRPLANE WAS ON A PART 135 ON-DEMAND AIR TAXI FLIGHT, WHEN PHYSICAL SEPARATION OF THE NO. MAGNIFIED INSPECTION OF THE CASE REVEALED WEAR AND DEFORMATION DAMAGE, WHERE THE HOLDING FLANGE AND INNER SKIRT OF THE CYLINDER WOULD NORMALLY BE POSITIONED, WHICH WAS CONSISTENT WITH THE CYLINDER MOVING IN RELATION TO THE CASE. SUBSEQUENTLY, THE AIRPLANE CRASH LANDED ON TERRAIN NEAR THE SHORELINE OF A BODY OF WATER. ONE OF THE FOUR OCCUPANTS SURVIVED THE CRASH, BUT THE SURVIVING PASSENGER COULD NOT RECALL EVENTS THAT LED TO THE ACCIDENT. 3 CYLINDER. INSPECTION OF THE ENGINE REVEALED FATIGUE CRACKS IN THE CASE UNDER THE NO. MAINTENANCE RECORDS INDICATED THAT THE #3 AND #4 CYLINDER ASSEMBLIES WERE INSTALLED ABOUT 220 FLIGHT HOURS BEFORE THE ACCIDENT. 3 CYLINDER AND PISTON OCCURRED AND AN IN-FLIGHT FIRE ENSUED.",0
